@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42-weka.filters.unsupervised.attribute.Remove-R37-40-weka.filters.unsupervised.attribute.Remove-R33-36

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.11,0.09,0.11,0.08,0.1,0.13,0.1,0.11,0.1,0,0.12,0.11,0.07,0.07,0.12,0.08,0.1,0.15,0.09,0,0.11,0.07,0.16,0.09,0.06,0.1,0.11,0.12,0.12,0,0,9.92,Walking
0.1,0.12,0.08,0.1,0.08,0.11,0.13,0.11,0.12,0,0.11,0.1,0.09,0.11,0.12,0.13,0.1,0.09,0.1,0,0.11,0.09,0.1,0.11,0.1,0.09,0.11,0.11,0.11,0,0,9.7,Walking
0.12,0.07,0.08,0.12,0.1,0.11,0.11,0.12,0.09,0,0.1,0.1,0.11,0.09,0.11,0.09,0.1,0.13,0.1,0,0.1,0.09,0.14,0.12,0.11,0.09,0.08,0.09,0.13,0,0,9.81,Walking
0.08,0.09,0.09,0.14,0.09,0.09,0.14,0.11,0.12,0,0.05,0.12,0.13,0.12,0.1,0.1,0.12,0.09,0.07,0,0.1,0.08,0.1,0.11,0.14,0.12,0.06,0.09,0.1,0,0,9.79,Walking
0.03,0.04,0.03,0.02,0.01,0.01,0.02,0.03,0.02,0,0.01,0.03,0.04,0.02,0.02,0.03,0.02,0.03,0.01,0,0.02,0,0.01,0.01,0,0,0.02,0.02,0.08,0,0,1.75,Walking
0.1,0.16,0.13,0.14,0.11,0.09,0.05,0.06,0.13,0.05,0.07,0.09,0.08,0.09,0.08,0.11,0.12,0.13,0.12,0.13,0.07,0.09,0.12,0.13,0.13,0.12,0.12,0.08,0.07,0.08,0,-0.31,Jogging
0,0,0,0.11,0.07,0.18,0.15,0.09,0.14,0.27,0.25,0.19,0.06,0.07,0.09,0.06,0.15,0.07,0.08,0,0.07,0.07,0.12,0.15,0.12,0.12,0.05,0.14,0.1,0.08,0,-6.6,Jogging
0,0,0.02,0.09,0.18,0.1,0.11,0.09,0.08,0.33,0.24,0.16,0.05,0.04,0.11,0.03,0.16,0.11,0.07,0.04,0.12,0.06,0.09,0.14,0.09,0.09,0.1,0.1,0.08,0.14,0,-5.57,Jogging
0,0,0,0.08,0.18,0.11,0.09,0.04,0.1,0.38,0.13,0.11,0.08,0.1,0.07,0.09,0.16,0.13,0.06,0.09,0.08,0.1,0.08,0.17,0.12,0.06,0.09,0.1,0.11,0.12,0,-2.74,Jogging
0,0.01,0.05,0.09,0.09,0.13,0.09,0.1,0.08,0.39,0,0.01,0.07,0.05,0.06,0.08,0.11,0.07,0.11,0.42,0.07,0.07,0.13,0.1,0.14,0.1,0.1,0.1,0.12,0.11,0,7.21,Jogging
0.11,0.08,0.05,0.09,0.18,0.09,0.11,0.11,0.07,0.14,0,0,0,0.06,0.14,0.13,0.11,0.08,0.1,0.34,0.11,0.1,0.07,0.09,0.12,0.11,0.07,0.11,0.14,0.08,0,6.6,Jogging
0.12,0.15,0.14,0.13,0.08,0.11,0.14,0.07,0.06,0.03,0.11,0.1,0.08,0.11,0.14,0.12,0.09,0.1,0.11,0.07,0.08,0.09,0.14,0.1,0.13,0.13,0.11,0.09,0.05,0.09,0,-2.76,Jogging
0.15,0.08,0.13,0.11,0.08,0.06,0.12,0.14,0.12,0.04,0.1,0.07,0.11,0.09,0.1,0.15,0.13,0.11,0.13,0.05,0.08,0.12,0.09,0.07,0.07,0.09,0.13,0.12,0.18,0.07,0,-2.08,Jogging
0.09,0.14,0.19,0.13,0.08,0.07,0.13,0.09,0.08,0.03,0.13,0.14,0.05,0.08,0.1,0.13,0.11,0.15,0.1,0.03,0.06,0.09,0.12,0.12,0.08,0.09,0.17,0.12,0.1,0.08,0,-3.16,Jogging
0.12,0.15,0.12,0.1,0.06,0.12,0.14,0.13,0.07,0.02,0.1,0.12,0.1,0.09,0.12,0.1,0.12,0.11,0.12,0.05,0.11,0.09,0.12,0.11,0.11,0.07,0.11,0.12,0.09,0.09,0,-2.63,Jogging
0.11,0.1,0.16,0.07,0.08,0.08,0.14,0.14,0.1,0.04,0.11,0.06,0.05,0.11,0.15,0.17,0.12,0.08,0.13,0.05,0.08,0.15,0.11,0.07,0.12,0.07,0.07,0.11,0.12,0.11,0,-2.07,Jogging
0.1,0.13,0.12,0.12,0.12,0.09,0.07,0.09,0.11,0.07,0.14,0.14,0.08,0.11,0.12,0.07,0.09,0.11,0.11,0.05,0.09,0.07,0.12,0.13,0.08,0.12,0.11,0.1,0.09,0.09,0,-3.93,Jogging
0.12,0.16,0.08,0.09,0.1,0.11,0.05,0.13,0.11,0.08,0.14,0.09,0.08,0.11,0.09,0.1,0.08,0.1,0.16,0.08,0.09,0.13,0.07,0.08,0.09,0.07,0.05,0.17,0.14,0.13,0,-2.47,Jogging
0.1,0.09,0.11,0.06,0.1,0.1,0.13,0.14,0.14,0.05,0.1,0.09,0.12,0.08,0.1,0.12,0.09,0.14,0.1,0.07,0.15,0.08,0.09,0.07,0.1,0.11,0.11,0.11,0.1,0.1,0,-2.36,Jogging
0.12,0.12,0.09,0.1,0.12,0.07,0.07,0.1,0.12,0.1,0.09,0.1,0.2,0.1,0.06,0.11,0.1,0.07,0.13,0.07,0.18,0.13,0.08,0.07,0.1,0.06,0.13,0.08,0.1,0.09,0,-2.68,Jogging
0.14,0.11,0.13,0.08,0.1,0.05,0.09,0.1,0.11,0.11,0.06,0.14,0.16,0.13,0.08,0.06,0.09,0.09,0.09,0.13,0.12,0.11,0.12,0.06,0.05,0.08,0.09,0.09,0.15,0.16,0,-1.82,Jogging
0.13,0.1,0.12,0.08,0.09,0.12,0.11,0.09,0.11,0.07,0.11,0.12,0.12,0.1,0.12,0.09,0.08,0.09,0.13,0.07,0.16,0.13,0.12,0.07,0.09,0.08,0.09,0.13,0.07,0.1,0,-2.93,Jogging
0.12,0.15,0.09,0.11,0.08,0.08,0.07,0.11,0.12,0.09,0.08,0.08,0.12,0.13,0.11,0.08,0.1,0.11,0.13,0.09,0.12,0.16,0.06,0.11,0.1,0.07,0.08,0.12,0.09,0.1,0,-1.53,Jogging
0.17,0.08,0.09,0.08,0.12,0.09,0.11,0.09,0.11,0.08,0.12,0.09,0.15,0.12,0.07,0.11,0.07,0.1,0.08,0.11,0.12,0.11,0.11,0.07,0.08,0.14,0.09,0.08,0.08,0.15,0,-2.54,Jogging
0.1,0.11,0.13,0.09,0.1,0.08,0.08,0.13,0.12,0.07,0.04,0.12,0.2,0.08,0.08,0.09,0.09,0.1,0.11,0.11,0.16,0.09,0.06,0.09,0.1,0.07,0.11,0.11,0.1,0.13,0,-1.64,Jogging
0.15,0.11,0.12,0.09,0.08,0.08,0.08,0.16,0.14,0.03,0.08,0.09,0.11,0.18,0.1,0.11,0.08,0.09,0.08,0.11,0.1,0.12,0.12,0.07,0.09,0.08,0.11,0.11,0.14,0.08,0,-1.86,Jogging
0.1,0.13,0.14,0.1,0.07,0.12,0.09,0.09,0.12,0.05,0.07,0.11,0.08,0.1,0.13,0.11,0.17,0.07,0.09,0.1,0.02,0.09,0.13,0.14,0.11,0.13,0.12,0.12,0.06,0.1,0,-1.64,Jogging
0.11,0.1,0.13,0.15,0.08,0.14,0.12,0.07,0.09,0.04,0.06,0.11,0.11,0.16,0.08,0.08,0.12,0.1,0.13,0.08,0.11,0.09,0.1,0.16,0.09,0.12,0.06,0.1,0.12,0.08,0,-1.91,Jogging
0.13,0.1,0.09,0.08,0.09,0.12,0.15,0.13,0.07,0.06,0.09,0.14,0.12,0.13,0.08,0.1,0.07,0.12,0.09,0.08,0.1,0.07,0.15,0.07,0.1,0.13,0.12,0.07,0.13,0.08,0,-2.67,Jogging
0.13,0.09,0.1,0.08,0.14,0.12,0.1,0.11,0.1,0.06,0.12,0.06,0.15,0.13,0.1,0.13,0.06,0.1,0.08,0.1,0.11,0.13,0.08,0.1,0.13,0.09,0.16,0.05,0.09,0.09,0,-2.4,Jogging
0.1,0.16,0.12,0.11,0.1,0.15,0.07,0.06,0.11,0.05,0.05,0.1,0.16,0.11,0.15,0.13,0.04,0.09,0.07,0.13,0.08,0.09,0.12,0.11,0.1,0.14,0.14,0.07,0.09,0.08,0,-1.82,Jogging
0.11,0.09,0.12,0.17,0.09,0.08,0.05,0.04,0.06,0.05,0.12,0.13,0.07,0.09,0.11,0.07,0.05,0.08,0.05,0.09,0.09,0.08,0.07,0.08,0.1,0.1,0.09,0.07,0.07,0.11,0,-2.97,Jogging
0.52,0.32,0.04,0.05,0.05,0.04,0,0,0,0,0.03,0.08,0.06,0.05,0.06,0.05,0.12,0.16,0.19,0,0.07,0.08,0.12,0.11,0.12,0.13,0.05,0.12,0.14,0,0,10.03,Walking
0.44,0.36,0.09,0.03,0.05,0.04,0.01,0,0,0,0.01,0.07,0.04,0.07,0.06,0.06,0.13,0.21,0.18,0,0.04,0.1,0.16,0.09,0.17,0.1,0.08,0.09,0.1,0,0,9.93,Walking
0.35,0.4,0.08,0.06,0.05,0.07,0,0,0,0,0,0.06,0.05,0.08,0.09,0.06,0.13,0.13,0.24,0,0.09,0.1,0.02,0.12,0.2,0.14,0.05,0.11,0.1,0,0,10,Walking
0.38,0.26,0.17,0.08,0.06,0.06,0.01,0,0,0,0.02,0.06,0.08,0.07,0.06,0.07,0.08,0.16,0.22,0,0.08,0.11,0.13,0.08,0.17,0.08,0.07,0.11,0.1,0,0,9.98,Walking
0.2,0.28,0.27,0.09,0.07,0.1,0.02,0,0,0,0.01,0.05,0.04,0.06,0.1,0.08,0.11,0.18,0.2,0,0.04,0.14,0.09,0.13,0.12,0.13,0.05,0.13,0.1,0,0,10.09,Walking
0.19,0.17,0.33,0.08,0.12,0.09,0.03,0,0,0,0,0.03,0.04,0.06,0.12,0.06,0.1,0.22,0.24,0,0.03,0.11,0.12,0.14,0.17,0.12,0.04,0.1,0.12,0,0,9.96,Walking
0.23,0.23,0.25,0.12,0.06,0.09,0.05,0,0,0,0,0.03,0.09,0.08,0.09,0.06,0.1,0.16,0.24,0,0.1,0.07,0.11,0.13,0.16,0.11,0.08,0.08,0.11,0,0,9.91,Walking
0.19,0.17,0.22,0.23,0.06,0.06,0.08,0,0,0,0.01,0.03,0.07,0.08,0.09,0.08,0.07,0.16,0.26,0,0.11,0.09,0.08,0.12,0.13,0.12,0.05,0.12,0.13,0,0,9.97,Walking
0.17,0.16,0.2,0.24,0.11,0.05,0.08,0.02,0,0,0,0.02,0.07,0.09,0.1,0.05,0.1,0.19,0.2,0,0.09,0.12,0.09,0.12,0.13,0.09,0.08,0.09,0.13,0,0,9.95,Walking
0.11,0.12,0.18,0.25,0.13,0.11,0.07,0.04,0,0,0.01,0.03,0.06,0.09,0.1,0.05,0.13,0.18,0.14,0,0.09,0.08,0.07,0.13,0.17,0.12,0.08,0.1,0.1,0,0,9.81,Walking
0.1,0.12,0.16,0.24,0.16,0.1,0.08,0.06,0.01,0,0,0.03,0.08,0.09,0.06,0.06,0.11,0.19,0.24,0,0.1,0.1,0.09,0.11,0.12,0.11,0.06,0.15,0.09,0,0,9.85,Walking
0.04,0.06,0.07,0.1,0.16,0.15,0.21,0.1,0.07,0,0.05,0.1,0.07,0.08,0.1,0.12,0.13,0.18,0.09,0,0.11,0.09,0.08,0.09,0.11,0.16,0.09,0.15,0.04,0,0,7.59,Walking
0,0.04,0.03,0.09,0.11,0.16,0.15,0.15,0.15,0,0.14,0.1,0.07,0.1,0.22,0.16,0.09,0.07,0.03,0,0.13,0.06,0.11,0.12,0.09,0.1,0.1,0.11,0.14,0,0,5.37,Walking
0,0.03,0.06,0.09,0.16,0.11,0.12,0.15,0.12,0,0.19,0.09,0.1,0.11,0.13,0.14,0.11,0.08,0.03,0,0.17,0.11,0.08,0.12,0.05,0.1,0.11,0.11,0.08,0,0,5,Walking
0,0.01,0.06,0.09,0.12,0.1,0.18,0.15,0.14,0,0.14,0.09,0.09,0.1,0.16,0.12,0.11,0.09,0.07,0,0.13,0.09,0.08,0.14,0.07,0.08,0.11,0.14,0.09,0,0,5.58,Walking
0,0.02,0.04,0.11,0.1,0.15,0.12,0.17,0.14,0,0.14,0.1,0.12,0.18,0.09,0.16,0.07,0.07,0.02,0,0.11,0.09,0.1,0.12,0.09,0.13,0.08,0.08,0.11,0,0,5.05,Walking
0,0.01,0.06,0.1,0.12,0.12,0.12,0.17,0.18,0,0.13,0.1,0.14,0.19,0.13,0.11,0.1,0.05,0.03,0,0.12,0.14,0.07,0.1,0.06,0.09,0.14,0.1,0.13,0,0,4.8,Walking
0,0.03,0.05,0.06,0.11,0.12,0.16,0.14,0.18,0,0.14,0.1,0.17,0.14,0.14,0.11,0.12,0.05,0.03,0,0.11,0.12,0.08,0.11,0.05,0.11,0.11,0.11,0.09,0,0,4.7,Walking
0,0.03,0.1,0.05,0.04,0.16,0.14,0.15,0.18,0,0.15,0.16,0.13,0.08,0.12,0.14,0.09,0.04,0.05,0,0.13,0.06,0.1,0.08,0.08,0.05,0.21,0.09,0.11,0,0,4.81,Walking
0,0.02,0.05,0.08,0.14,0.11,0.09,0.17,0.18,0,0.17,0.12,0.14,0.12,0.11,0.13,0.1,0.06,0.03,0,0.15,0.1,0.1,0.08,0.09,0.09,0.12,0.07,0.11,0,0,4.58,Walking
0,0.02,0.04,0.08,0.09,0.14,0.12,0.19,0.17,0,0.18,0.12,0.16,0.15,0.13,0.08,0.08,0.05,0.02,0,0.13,0.13,0.1,0.09,0.04,0.06,0.14,0.11,0.1,0,0,4.46,Walking
0,0.01,0.06,0.1,0.08,0.13,0.14,0.14,0.17,0,0.15,0.17,0.16,0.12,0.08,0.14,0.09,0.04,0.04,0,0.12,0.16,0.07,0.09,0.04,0.05,0.15,0.1,0.1,0,0,4.34,Walking
0,0.01,0.05,0.07,0.12,0.13,0.12,0.17,0.16,0,0.18,0.15,0.1,0.16,0.12,0.09,0.12,0.04,0.02,0,0.09,0.12,0.12,0.07,0.07,0.04,0.15,0.13,0.12,0,0,4.45,Walking
0,0.01,0.04,0.1,0.15,0.08,0.12,0.15,0.19,0,0.17,0.17,0.15,0.12,0.09,0.14,0.09,0.03,0.03,0,0.12,0.11,0.11,0.12,0.06,0.06,0.15,0.09,0.07,0,0,4.15,Walking
0,0.03,0.03,0.1,0.12,0.1,0.09,0.16,0.19,0,0.19,0.14,0.17,0.08,0.11,0.12,0.09,0.06,0.02,0,0.1,0.11,0.08,0.09,0.09,0.12,0.11,0.09,0.08,0,0,4.16,Walking
0,0.01,0.05,0.09,0.12,0.1,0.14,0.14,0.17,0,0.19,0.15,0.16,0.09,0.11,0.11,0.1,0.04,0.02,0,0.13,0.11,0.14,0.12,0.06,0.06,0.14,0.04,0.1,0,0,4.22,Walking
0,0.02,0.04,0.07,0.14,0.12,0.11,0.16,0.16,0,0.17,0.2,0.17,0.09,0.1,0.07,0.11,0.02,0.04,0,0.12,0.09,0.13,0.07,0.08,0.07,0.12,0.12,0.07,0,0,4.12,Walking
0,0.01,0.07,0.06,0.07,0.13,0.12,0.21,0.21,0,0.22,0.18,0.16,0.07,0.11,0.11,0.06,0.05,0.02,0,0.06,0.07,0.09,0.1,0.12,0.11,0.18,0.09,0.11,0,0,4.01,Walking
0,0.01,0.06,0.06,0.07,0.09,0.24,0.19,0.19,0,0.16,0.14,0.15,0.08,0.09,0.18,0.11,0.04,0.03,0,0.06,0.07,0.11,0.09,0.07,0.12,0.15,0.1,0.12,0,0,4.01,Walking
0.12,0.11,0.09,0.07,0.09,0.08,0.12,0.13,0.15,0.07,0.08,0.05,0.07,0.14,0.11,0.12,0.15,0.06,0.1,0.12,0.06,0.14,0.09,0.15,0.09,0.09,0.11,0.09,0.09,0.1,0,-0.72,Jogging
0.1,0.07,0.08,0.1,0.13,0.11,0.08,0.11,0.16,0.08,0.08,0.09,0.12,0.19,0.06,0.09,0.14,0.07,0.09,0.09,0.07,0.15,0.11,0.07,0.08,0.14,0.09,0.13,0.1,0.09,0,-2.59,Jogging
0.08,0.1,0.1,0.09,0.12,0.09,0.1,0.13,0.17,0.04,0.07,0.13,0.14,0.11,0.1,0.13,0.12,0.04,0.08,0.09,0.07,0.14,0.1,0.09,0.09,0.03,0.14,0.14,0.12,0.1,0,-2.74,Jogging
0.08,0.08,0.09,0.12,0.09,0.1,0.11,0.15,0.12,0.09,0.13,0.12,0.05,0.11,0.09,0.07,0.12,0.16,0.07,0.11,0.08,0.13,0.09,0.07,0.12,0.1,0.13,0.18,0.07,0.07,0,-2.43,Jogging
0.12,0.12,0.06,0.1,0.1,0.1,0.1,0.11,0.09,0.12,0.12,0.12,0.13,0.11,0.05,0.1,0.06,0.07,0.15,0.11,0.14,0.06,0.09,0.11,0.08,0.09,0.12,0.11,0.13,0.08,0,-2.7,Jogging
0.13,0.05,0.07,0.09,0.09,0.12,0.13,0.08,0.13,0.13,0.12,0.06,0.14,0.1,0.12,0.08,0.09,0.1,0.09,0.12,0.11,0.11,0.07,0.08,0.13,0.13,0.09,0.06,0.12,0.13,0,-2.61,Jogging
0.11,0.1,0.1,0.06,0.1,0.09,0.14,0.13,0.07,0.11,0.13,0.09,0.13,0.11,0.07,0.07,0.05,0.11,0.12,0.13,0.11,0.1,0.09,0.09,0.1,0.07,0.14,0.11,0.14,0.08,0,-2.48,Jogging
0.12,0.07,0.08,0.12,0.1,0.09,0.11,0.14,0.1,0.11,0.12,0.08,0.14,0.1,0.07,0.08,0.09,0.14,0.11,0.09,0.12,0.12,0.09,0.09,0.05,0.1,0.13,0.11,0.1,0.12,0,-2.57,Jogging
0.1,0.1,0.07,0.08,0.13,0.15,0.1,0.05,0.1,0.15,0.11,0.12,0.17,0.09,0.04,0.05,0.07,0.1,0.12,0.15,0.14,0.11,0.08,0.1,0.1,0.09,0.08,0.09,0.11,0.11,0,-2.43,Jogging
0.08,0.07,0.12,0.08,0.14,0.09,0.11,0.08,0.08,0.18,0.08,0.1,0.2,0.08,0.06,0.04,0.08,0.11,0.11,0.15,0.11,0.08,0.08,0.11,0.15,0.09,0.08,0.08,0.11,0.12,0,-2.13,Jogging
0.07,0.13,0.09,0.07,0.12,0.13,0.08,0.1,0.08,0.16,0.06,0.1,0.14,0.11,0.05,0.09,0.09,0.08,0.14,0.16,0.12,0.08,0.07,0.09,0.07,0.15,0.13,0.05,0.09,0.15,0,-1.18,Jogging
0.07,0.09,0.14,0.08,0.16,0.1,0.09,0.07,0.09,0.14,0.08,0.13,0.11,0.11,0.06,0.07,0.09,0.11,0.16,0.11,0.11,0.12,0.09,0.07,0.09,0.11,0.13,0.09,0.07,0.13,0,-1.69,Jogging
0.12,0.1,0.07,0.1,0.12,0.13,0.08,0.1,0.1,0.11,0.1,0.18,0.15,0.08,0.07,0.07,0.04,0.09,0.13,0.1,0.15,0.08,0.12,0.12,0.1,0.09,0.1,0.07,0.07,0.13,0,-3.26,Jogging
0.1,0.12,0.05,0.07,0.07,0.14,0.15,0.09,0.04,0.19,0.11,0.16,0.11,0.09,0.08,0.04,0.05,0.09,0.12,0.16,0.16,0.07,0.08,0.1,0.11,0.11,0.11,0.08,0.12,0.1,0,-2.41,Jogging
0.1,0.07,0.08,0.11,0.13,0.12,0.11,0.04,0.07,0.19,0.09,0.12,0.17,0.1,0.08,0.06,0.1,0.09,0.09,0.13,0.15,0.07,0.08,0.08,0.12,0.1,0.1,0.08,0.11,0.13,0,-2.6,Jogging
0.12,0.09,0.12,0.07,0.12,0.12,0.12,0.07,0.08,0.11,0.13,0.18,0.15,0.08,0.03,0.03,0.08,0.11,0.09,0.16,0.16,0.08,0.08,0.12,0.11,0.08,0.08,0.1,0.07,0.14,0,-3.11,Jogging
0.08,0.12,0.12,0.09,0.14,0.14,0.08,0.07,0.05,0.12,0.14,0.14,0.11,0.1,0.05,0.04,0.1,0.09,0.11,0.13,0.14,0.13,0.08,0.09,0.14,0.09,0.06,0.08,0.06,0.15,0,-3.15,Jogging
0.1,0.13,0.07,0.09,0.13,0.09,0.08,0.07,0.07,0.17,0.1,0.09,0.16,0.12,0.13,0.07,0.06,0.1,0.1,0.11,0.12,0.07,0.06,0.1,0.15,0.14,0.06,0.1,0.13,0.1,0,-2.64,Jogging
0.11,0.1,0.13,0.14,0.07,0.07,0.08,0.07,0.15,0.1,0.07,0.05,0.06,0.16,0.19,0.09,0.1,0.1,0.13,0.08,0.12,0.1,0.13,0.11,0.09,0.13,0.04,0.11,0.09,0.11,0,-1.39,Jogging
0.13,0.06,0.16,0.12,0.07,0.07,0.11,0.05,0.14,0.1,0.07,0.07,0.03,0.16,0.17,0.12,0.11,0.11,0.12,0.08,0.1,0.15,0.09,0.09,0.15,0.06,0.12,0.08,0.07,0.11,0,-1.48,Jogging
0.14,0.07,0.11,0.17,0.05,0.08,0.08,0.19,0.1,0.03,0.11,0.06,0.03,0.07,0.17,0.2,0.13,0.09,0.1,0.07,0.05,0.09,0.18,0.1,0.12,0.1,0.09,0.08,0.09,0.13,0,-2,Jogging
0.1,0.14,0.12,0.12,0.07,0.06,0.11,0.17,0.12,0.02,0.13,0.07,0.05,0.06,0.11,0.22,0.14,0.1,0.09,0.06,0.04,0.09,0.15,0.13,0.08,0.1,0.09,0.16,0.11,0.08,0,-2.69,Jogging
0.1,0.12,0.16,0.08,0.07,0.11,0.07,0.07,0.15,0.09,0.08,0.11,0.01,0.12,0.13,0.15,0.18,0.1,0.09,0.06,0.07,0.17,0.09,0.09,0.06,0.11,0.13,0.13,0.1,0.09,0,-2.03,Jogging
0.1,0.12,0.12,0.17,0.05,0.1,0.12,0.11,0.1,0.04,0.1,0.08,0.05,0.06,0.17,0.17,0.12,0.15,0.08,0.05,0.05,0.11,0.12,0.13,0.11,0.14,0.07,0.1,0.12,0.07,0,-2.1,Jogging
0.12,0.15,0.09,0.1,0.09,0.11,0.12,0.11,0.1,0.03,0.13,0.06,0.05,0.03,0.17,0.19,0.15,0.13,0.06,0.06,0.1,0.04,0.17,0.12,0.1,0.09,0.11,0.13,0.09,0.08,0,-2.61,Jogging
0.07,0.16,0.12,0.11,0.07,0.06,0.12,0.17,0.11,0.05,0.09,0.09,0.05,0.08,0.17,0.15,0.16,0.16,0.06,0.02,0.07,0.06,0.18,0.11,0.07,0.12,0.12,0.11,0.16,0.04,0,-2.62,Jogging
0.05,0.14,0.15,0.16,0.08,0.08,0.07,0.1,0.07,0.01,0.07,0.11,0.03,0.03,0.16,0.2,0.13,0.08,0.06,0.04,0.02,0.04,0.14,0.11,0.09,0.13,0.09,0.13,0.13,0.04,0,-2.25,Jogging
0.17,0.19,0.17,0.11,0.07,0.11,0.09,0.04,0.04,0.02,0.12,0.07,0.07,0.08,0.13,0.14,0.06,0.12,0.12,0.09,0.09,0.15,0.12,0.09,0.14,0.09,0.09,0.06,0.09,0.1,0,2.02,Upstairs
0.02,0.06,0.06,0.13,0.13,0.11,0.06,0.14,0.13,0.14,0.06,0.11,0.12,0.11,0.11,0.09,0.1,0.07,0.13,0.1,0.14,0.08,0.1,0.13,0.13,0.05,0.09,0.11,0.09,0.09,0,2.76,Upstairs
0.2,0.15,0.14,0.07,0.08,0.12,0.14,0.08,0.02,0.03,0.15,0.1,0.1,0.13,0.09,0.09,0.12,0.09,0.05,0.08,0.12,0.12,0.09,0.08,0.05,0.12,0.13,0.09,0.12,0.12,0,0.74,Upstairs
0,0,0.03,0.08,0.1,0.06,0.12,0.14,0.21,0.17,0.07,0.11,0.11,0.08,0.06,0.1,0.11,0.12,0.1,0.09,0.05,0.06,0.09,0.09,0.09,0.15,0.09,0.14,0.1,0.09,0,1.96,Upstairs
0.15,0.13,0.14,0.15,0.1,0.11,0.13,0.04,0.03,0.04,0.05,0.13,0.11,0.09,0.12,0.15,0.12,0.1,0.08,0.07,0.08,0.06,0.06,0.12,0.12,0.12,0.15,0.12,0.09,0.09,0,9,Downstairs
0.1,0.08,0.09,0.1,0.08,0.1,0.11,0.11,0.14,0.11,0.12,0.1,0.11,0.09,0.06,0.12,0.1,0.07,0.13,0.12,0.11,0.13,0.12,0.09,0.08,0.13,0.08,0.09,0.09,0.11,0,9.13,Downstairs
0.09,0.1,0.08,0.09,0.12,0.12,0.06,0.15,0.11,0.1,0.12,0.09,0.07,0.13,0.09,0.09,0.12,0.12,0.09,0.1,0.09,0.13,0.11,0.11,0.12,0.07,0.08,0.1,0.13,0.07,0,9.23,Downstairs
0.03,0.06,0.04,0.04,0.06,0.05,0.07,0.06,0.1,0.12,0.08,0.05,0.08,0.07,0.08,0.02,0.03,0.08,0.06,0.09,0.09,0.05,0.07,0.05,0.05,0.05,0.06,0.05,0.07,0.09,0,5.58,Downstairs
0.21,0.16,0.15,0.08,0.09,0.11,0.11,0.09,0.02,0,0.11,0.1,0.04,0.09,0.13,0.15,0.12,0.12,0.05,0.1,0.15,0.11,0.11,0.06,0.07,0.08,0.09,0.12,0.09,0.11,0,0.86,Upstairs
0.05,0.06,0.11,0.12,0.12,0.11,0.1,0.08,0.12,0.12,0.19,0.1,0.11,0.08,0.14,0.1,0.1,0.06,0.09,0.06,0.1,0.15,0.09,0.14,0.06,0.1,0.08,0.09,0.08,0.11,0,-1.34,Upstairs
0,0,0,0.11,0.09,0.08,0.11,0.16,0.22,0.2,0.01,0.07,0.14,0.11,0.08,0.04,0.06,0.11,0.22,0.16,0.06,0.07,0.1,0.12,0.12,0.13,0.09,0.11,0.11,0.09,0,3.68,Upstairs
0.1,0.15,0.1,0.05,0.08,0.07,0.03,0.05,0.02,0.01,0.07,0.09,0.08,0.07,0.04,0.07,0.09,0.06,0.03,0.05,0.05,0.04,0.06,0.06,0.09,0.07,0.1,0.05,0.08,0.06,0,0.39,Upstairs
0.12,0.18,0.14,0.08,0.09,0.08,0.09,0.04,0.08,0.11,0.09,0.14,0.12,0.1,0.13,0.1,0.08,0.11,0.07,0.09,0.07,0.12,0.07,0.1,0.12,0.11,0.1,0.12,0.13,0.08,0,8.15,Downstairs
0.15,0.08,0.12,0.14,0.08,0.11,0.05,0.1,0.09,0.11,0.07,0.06,0.1,0.07,0.13,0.1,0.13,0.13,0.14,0.08,0.06,0.1,0.13,0.11,0.1,0.13,0.12,0.13,0.08,0.06,0,9.47,Downstairs
0.08,0.12,0.11,0.1,0.12,0.13,0.11,0.1,0.11,0.04,0.05,0.1,0.11,0.11,0.12,0.12,0.11,0.09,0.11,0.09,0.13,0.09,0.13,0.11,0.11,0.12,0.1,0.11,0.05,0.07,0,9.24,Downstairs
0.07,0.08,0.09,0.12,0.15,0.13,0.13,0.1,0.07,0.07,0.04,0.06,0.09,0.15,0.11,0.12,0.12,0.09,0.13,0.1,0.09,0.12,0.12,0.13,0.12,0.1,0.11,0.08,0.12,0.03,0,9.54,Downstairs
