@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XPEAK numeric
@attribute YPEAK numeric
@attribute ZPEAK numeric
@attribute XABSOLDEV numeric
@attribute YABSOLDEV numeric
@attribute ZABSOLDEV numeric
@attribute XSTANDDEV numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.16,0.14,0.07,0.08,0.1,0.07,0.07,0.09,0.13,0.12,0.15,0.09,0.08,0.06,0.08,0.11,0.15,0.08,0.14,0.06,0.09,0.17,0.12,0.07,0.07,0.07,0.1,0.09,0.14,0.11,0,8.13,1.24,3450,646.43,1150,5.4,6.53,4.23,6.49,Jogging
0.12,0.14,0.1,0.12,0.08,0.08,0.09,0.1,0.07,0.12,0.12,0.09,0.1,0.07,0.1,0.13,0.1,0.11,0.1,0.07,0.12,0.11,0.07,0.09,0.07,0.1,0.12,0.12,0.14,0.09,0,8.37,1.33,3400,646.43,1750,5.22,6.07,3.87,6.25,Jogging
0.14,0.11,0.1,0.1,0.08,0.08,0.07,0.08,0.14,0.11,0.1,0.15,0.11,0.09,0.1,0.08,0.09,0.1,0.13,0.06,0.08,0.12,0.07,0.13,0.06,0.11,0.12,0.15,0.1,0.08,0,7.87,1.27,1100,692.31,1500,5.26,6.3,3.6,6.28,Jogging
0.11,0.11,0.09,0.11,0.12,0.08,0.06,0.11,0.12,0.11,0.11,0.12,0.11,0.1,0.13,0.1,0.07,0.06,0.14,0.07,0.07,0.11,0.09,0.09,0.11,0.1,0.14,0.14,0.1,0.07,0,7.98,1.29,675,667.86,4325,4.82,5.94,3.29,5.8,Jogging
0.04,0.13,0.1,0.11,0.13,0.13,0.1,0.12,0.1,0.06,0.03,0.13,0.12,0.13,0.11,0.13,0.12,0.09,0.12,0.04,0.06,0.08,0.09,0.15,0.12,0.14,0.13,0.12,0.07,0.06,0,8.73,1.03,1300,977.78,2325,4.08,4.81,2.98,4.93,Jogging
0.03,0.06,0.12,0.15,0.12,0.14,0.18,0.13,0.09,0.01,0.02,0.06,0.13,0.16,0.13,0.13,0.14,0.13,0.1,0.02,0.04,0.05,0.09,0.13,0.24,0.13,0.13,0.07,0.03,0.11,0,9.27,1.26,4050,2800,3183.33,3.38,3.83,2.71,4.32,Jogging
0.12,0.14,0.11,0.08,0.09,0.07,0.1,0.11,0.1,0.1,0.13,0.13,0.06,0.07,0.08,0.1,0.13,0.12,0.1,0.09,0.1,0.14,0.12,0.1,0.09,0.07,0.05,0.1,0.17,0.09,0,8.29,1.23,1925,636.67,1125,4.97,6.59,4.14,6.1,Jogging
0.12,0.12,0.11,0.14,0.06,0.07,0.1,0.11,0.08,0.11,0.12,0.1,0.1,0.05,0.13,0.1,0.11,0.1,0.1,0.11,0.12,0.09,0.1,0.15,0.06,0.06,0.08,0.17,0.12,0.08,0,8.38,1.23,2725,613.33,1230,5.14,6.23,4.01,6.23,Jogging
0.13,0.1,0.08,0.18,0.08,0.08,0.1,0.08,0.11,0.09,0.11,0.12,0.07,0.12,0.11,0.07,0.12,0.08,0.11,0.1,0.1,0.09,0.11,0.11,0.09,0.09,0.07,0.13,0.14,0.08,0,8.22,1.25,4100,532.35,1833.33,5.02,6.24,3.73,6.04,Jogging
0.11,0.15,0.09,0.09,0.13,0.09,0.08,0.06,0.13,0.11,0.14,0.09,0.13,0.08,0.08,0.07,0.11,0.08,0.1,0.11,0.12,0.05,0.13,0.12,0.05,0.09,0.13,0.14,0.11,0.09,0,8.22,1.29,1775,535.29,2200,5.03,6.62,3.74,5.94,Jogging
0.08,0.12,0.12,0.09,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.13,0.12,0.1,0.1,0.09,0.08,0.05,0.11,0.11,0.09,0.13,0.08,0.07,0.1,0.11,0.14,0.14,0.08,0.09,0,8.37,1.35,800,523.53,2166.67,4.6,6.3,3.54,5.64,Jogging
0.11,0.1,0.16,0.1,0.06,0.1,0.1,0.08,0.11,0.1,0.13,0.1,0.08,0.11,0.11,0.06,0.1,0.11,0.11,0.08,0.12,0.08,0.1,0.07,0.1,0.11,0.14,0.09,0.11,0.11,0,8.21,1.34,2816.67,567.65,3025,4.89,6.4,3.81,5.91,Jogging
0.11,0.12,0.13,0.09,0.08,0.1,0.05,0.12,0.11,0.11,0.12,0.13,0.1,0.11,0.08,0.08,0.1,0.09,0.12,0.06,0.1,0.07,0.08,0.14,0.1,0.08,0.16,0.14,0.1,0.08,0,8.27,1.37,4250,612.5,1716.67,4.86,6.32,3.47,5.81,Jogging
0.11,0.08,0.09,0.09,0.11,0.1,0.13,0.13,0.09,0.11,0.11,0.09,0.09,0.13,0.08,0.11,0.06,0.11,0.12,0.09,0.17,0.12,0.09,0.09,0.07,0.07,0.09,0.12,0.12,0.09,0,8.83,0.72,2416.67,540.63,1150,4.4,6.13,4.14,5.48,Jogging
0.09,0.09,0.11,0.09,0.09,0.09,0.1,0.09,0.13,0.14,0.13,0.11,0.12,0.08,0.04,0.12,0.07,0.07,0.13,0.11,0.17,0.1,0.12,0.09,0.07,0.06,0.1,0.08,0.09,0.14,0,8.38,0.66,1025,478.95,1262.5,4.67,6.94,4.64,5.72,Jogging
0.09,0.08,0.12,0.08,0.14,0.09,0.11,0.12,0.08,0.11,0.12,0.12,0.1,0.1,0.07,0.11,0.09,0.11,0.07,0.13,0.17,0.08,0.1,0.1,0.08,0.08,0.08,0.12,0.11,0.11,0,8.22,0.92,2425,529.41,1925,4.44,6.52,4.22,5.44,Jogging
0.1,0.09,0.13,0.14,0.11,0.08,0.06,0.1,0.09,0.11,0.09,0.14,0.08,0.08,0.12,0.09,0.08,0.1,0.14,0.1,0.11,0.07,0.12,0.12,0.09,0.06,0.12,0.11,0.13,0.08,0,8.74,1.12,4375,758.33,1183.33,4.9,6.06,3.65,5.79,Jogging
0.1,0.12,0.08,0.12,0.1,0.09,0.08,0.1,0.16,0.07,0.11,0.1,0.1,0.09,0.16,0.08,0.03,0.07,0.14,0.12,0.09,0.15,0.08,0.11,0.07,0.09,0.1,0.19,0.09,0.06,0,8.59,0.96,275,632.14,1500,4.67,6.06,3.57,5.7,Jogging
0.09,0.14,0.15,0.11,0.04,0.12,0.1,0.09,0.08,0.11,0.07,0.13,0.11,0.09,0.1,0.1,0.14,0.05,0.13,0.08,0.08,0.13,0.06,0.13,0.13,0.12,0.12,0.06,0.11,0.09,0,8.56,1.02,1875,716.67,2600,4.92,5.73,3.42,5.87,Jogging
0,0.08,0.12,0.13,0.21,0.16,0.18,0.1,0.04,0,0,0.02,0.17,0.15,0.14,0.16,0.13,0.17,0.07,0,0.03,0.05,0.14,0.09,0.26,0.19,0.1,0.03,0.04,0.09,0,9.38,1.01,1800,1168.75,1550,3.37,3.39,2.42,4.1,Jogging
0.01,0.07,0.08,0.13,0.19,0.2,0.19,0.13,0.02,0.01,0,0.01,0.15,0.19,0.15,0.12,0.16,0.14,0.1,0,0.02,0.06,0.1,0.12,0.23,0.23,0.11,0.02,0.03,0.1,0,9.4,1.15,1150,768.18,1600,3.03,3.38,2.37,3.84,Jogging
0.09,0.1,0.11,0.12,0.09,0.13,0.13,0.08,0.09,0.08,0.05,0.1,0.13,0.14,0.12,0.1,0.11,0.12,0.08,0.03,0.05,0.1,0.08,0.12,0.18,0.15,0.14,0.06,0.06,0.09,0,8.53,1.01,725,561.11,1916.67,4.46,5,2.87,5.54,Jogging
0.17,0.12,0.08,0.09,0.09,0.06,0.09,0.07,0.15,0.1,0.13,0.12,0.09,0.09,0.09,0.1,0.08,0.1,0.11,0.09,0.15,0.1,0.1,0.1,0.09,0.09,0.07,0.08,0.12,0.12,0,7.9,1,1333.33,568.75,3600,5.4,6.74,4.32,6.45,Jogging
0.17,0.1,0.1,0.1,0.07,0.09,0.08,0.12,0.09,0.1,0.12,0.11,0.07,0.14,0.1,0.08,0.07,0.07,0.12,0.12,0.13,0.05,0.09,0.1,0.12,0.12,0.11,0.1,0.1,0.1,0,8.42,1.24,2425,433.33,1687.5,5.11,6.4,3.77,6.19,Jogging
0.15,0.11,0.1,0.1,0.09,0.07,0.09,0.11,0.12,0.09,0.12,0.09,0.08,0.11,0.1,0.08,0.05,0.11,0.13,0.12,0.13,0.08,0.12,0.11,0.1,0.08,0.09,0.11,0.1,0.12,0,8.73,1.16,3925,609.38,950,4.97,6.45,4.02,6.1,Jogging
0.15,0.12,0.1,0.08,0.1,0.07,0.11,0.1,0.11,0.1,0.11,0.15,0.11,0.09,0.07,0.07,0.12,0.12,0.06,0.1,0.11,0.11,0.13,0.12,0.06,0.07,0.11,0.11,0.08,0.12,0,7.67,1.02,2416.67,586.67,1287.5,5.16,6.58,3.94,6.27,Jogging
0.17,0.12,0.07,0.1,0.05,0.07,0.09,0.08,0.13,0.15,0.11,0.14,0.1,0.08,0.1,0.08,0.08,0.11,0.11,0.1,0.09,0.14,0.09,0.1,0.11,0.07,0.09,0.11,0.1,0.13,0,7.97,1.15,2175,725,3150,5.46,6.51,3.99,6.59,Jogging
0.1,0.13,0.11,0.1,0.1,0.08,0.1,0.14,0.08,0.1,0.09,0.11,0.09,0.11,0.12,0.14,0.1,0.12,0.07,0.06,0.08,0.13,0.12,0.09,0.1,0.09,0.12,0.09,0.12,0.08,0,8.3,1.03,3600,885.71,4075,4.85,5.37,3.68,5.91,Jogging
0,0.08,0.09,0.19,0.16,0.17,0.18,0.11,0.05,0.01,0,0.02,0.18,0.17,0.15,0.13,0.17,0.15,0.05,0.01,0.02,0.07,0.06,0.13,0.16,0.28,0.11,0.05,0.04,0.1,0,9.18,1.44,1575,1350,2500,3.2,3.31,2.49,3.99,Jogging
0.01,0.06,0.1,0.17,0.16,0.22,0.16,0.12,0.03,0,0,0,0.16,0.18,0.16,0.14,0.17,0.18,0.02,0,0.01,0.09,0.05,0.13,0.15,0.28,0.13,0.05,0.05,0.08,0,9.25,1.27,1050,2375,1710,3.19,3.05,2.33,3.91,Jogging
0.1,0.14,0.1,0.08,0.09,0.12,0.11,0.1,0.11,0.08,0.08,0.13,0.11,0.11,0.13,0.09,0.1,0.07,0.11,0.08,0.07,0.07,0.09,0.12,0.15,0.08,0.13,0.09,0.1,0.11,0,8.11,1.51,1075,604.17,2425,4.68,5.61,3.45,5.77,Jogging
0.18,0.08,0.08,0.13,0.05,0.07,0.1,0.07,0.13,0.13,0.13,0.14,0.09,0.08,0.1,0.08,0.09,0.07,0.12,0.11,0.13,0.11,0.1,0.12,0.1,0.04,0.08,0.14,0.09,0.11,0,7.97,1.03,1600,500,1875,5.17,6.72,4.14,6.28,Jogging
0.15,0.16,0.08,0.08,0.07,0.08,0.1,0.1,0.13,0.08,0.14,0.07,0.11,0.06,0.12,0.12,0.06,0.1,0.11,0.09,0.11,0.11,0.1,0.09,0.1,0.07,0.08,0.13,0.11,0.12,0,8.26,1.34,2175,760,2016.67,5.14,6.41,4.3,6.31,Jogging
0.13,0.13,0.12,0.1,0.04,0.11,0.09,0.08,0.09,0.14,0.1,0.13,0.1,0.13,0.08,0.1,0.1,0.07,0.13,0.06,0.09,0.12,0.09,0.13,0.11,0.05,0.11,0.1,0.08,0.15,0,7.93,1.39,1500,738.46,1900,5.26,6.1,4.07,6.25,Jogging
0.17,0.13,0.08,0.06,0.09,0.1,0.06,0.07,0.14,0.12,0.13,0.11,0.06,0.09,0.09,0.11,0.13,0.12,0.09,0.06,0.1,0.14,0.13,0.08,0.08,0.05,0.06,0.11,0.13,0.14,0,7.94,1.58,3650,737.5,1875,5.4,6.37,4.6,6.53,Jogging
0.15,0.12,0.1,0.12,0.07,0.07,0.08,0.1,0.08,0.13,0.11,0.13,0.09,0.11,0.09,0.08,0.08,0.12,0.11,0.07,0.11,0.11,0.11,0.1,0.06,0.08,0.09,0.13,0.1,0.14,0,7.98,1.42,2700,480,1175,5.29,6.46,4.13,6.26,Jogging
0.08,0.12,0.11,0.1,0.09,0.12,0.11,0.11,0.09,0.09,0.06,0.09,0.12,0.13,0.15,0.09,0.11,0.12,0.1,0.04,0.08,0.04,0.05,0.15,0.13,0.18,0.12,0.07,0.09,0.11,0,8.57,1.51,1125,935,1583.33,4.44,4.84,3.23,5.48,Jogging
0.01,0.05,0.09,0.17,0.21,0.17,0.19,0.1,0.02,0,0,0.01,0.11,0.2,0.19,0.18,0.19,0.13,0.01,0,0,0.08,0.07,0.08,0.19,0.31,0.09,0.07,0.06,0.07,0,9.22,1.38,3900,1000,1675,3.16,2.7,2.21,3.89,Jogging
0,0.05,0.09,0.13,0.27,0.17,0.18,0.1,0.02,0,0,0.01,0.12,0.17,0.2,0.21,0.18,0.11,0.02,0,0,0.07,0.08,0.07,0.18,0.29,0.15,0.06,0.07,0.06,0,9.24,1.41,3900,2312.5,1350,3.13,2.56,2.15,3.82,Jogging
0.13,0.14,0.12,0.11,0.06,0.07,0.08,0.11,0.1,0.11,0.11,0.11,0.09,0.08,0.1,0.12,0.08,0.08,0.14,0.1,0.1,0.12,0.1,0.11,0.08,0.08,0.11,0.12,0.1,0.11,0,8.49,1.37,1125,692.86,3000,5.24,6.2,3.95,6.22,Jogging
0.11,0.14,0.11,0.11,0.08,0.08,0.1,0.1,0.11,0.09,0.14,0.14,0.07,0.11,0.1,0.08,0.07,0.07,0.07,0.11,0.15,0.11,0.08,0.08,0.11,0.07,0.11,0.11,0.14,0.07,0,7.91,0.92,2800,514.29,1866.67,4.97,6.86,3.99,5.99,Jogging
0.15,0.09,0.1,0.1,0.1,0.07,0.09,0.12,0.1,0.1,0.11,0.12,0.12,0.09,0.09,0.09,0.08,0.07,0.1,0.12,0.11,0.08,0.1,0.07,0.11,0.07,0.13,0.11,0.09,0.15,0,8.34,1.77,925,593.33,1410,4.96,6.43,4.23,6.13,Jogging
0.14,0.1,0.09,0.09,0.1,0.08,0.07,0.11,0.13,0.11,0.12,0.11,0.1,0.13,0.1,0.05,0.08,0.11,0.08,0.12,0.1,0.08,0.13,0.09,0.1,0.11,0.09,0.09,0.09,0.14,0,8.27,1.4,3700,485,1233.33,4.97,6.45,3.98,6.08,Jogging
0.05,0.06,0.07,0.04,0.08,0.04,0.09,0.04,0.05,0.07,0.06,0.06,0.06,0.05,0.04,0.07,0.06,0.07,0.06,0.04,0.06,0.05,0.06,0.05,0.05,0.09,0.06,0.04,0.07,0.05,0,4.63,0.63,933.33,587.5,783.33,2.47,3.93,2.04,5.46,Jogging
0.16,0.09,0.07,0.05,0.12,0.06,0.08,0.1,0.14,0,0.16,0.06,0.13,0.05,0.05,0.03,0.1,0.11,0.11,0,0.22,0.1,0.08,0.08,0.09,0.09,0.09,0.13,0.08,0,0,9.53,1.52,4125,3075,2583.33,1.77,2.52,1.75,2.3,Upstairs
0.17,0.1,0.1,0.08,0.07,0.08,0.1,0.06,0.13,0,0.16,0.1,0.1,0.11,0.1,0.04,0.09,0.09,0.11,0,0.08,0.07,0.11,0.08,0.08,0.16,0.15,0.09,0.08,0,0,9.03,2.3,3750,1530,1700,1.79,2.05,1.75,2.21,Upstairs
0.13,0.09,0.1,0.1,0.1,0.08,0.1,0.12,0.11,0,0.11,0.14,0.09,0.08,0.06,0.06,0.09,0.16,0.12,0,0.04,0.1,0.1,0.16,0.14,0.1,0.07,0.14,0.09,0,0,9.26,2.09,2166.67,2016.67,2700,1.58,1.84,1.57,1.94,Upstairs
0.09,0.12,0.13,0.11,0.08,0.08,0.05,0.12,0.1,0,0.09,0.11,0.11,0.11,0.12,0.08,0.12,0.1,0.09,0,0.08,0.14,0.11,0.08,0.1,0.1,0.11,0.08,0.1,0,0,9.23,2.11,3600,1790,2875,1.53,1.58,1.78,1.87,Upstairs
0.05,0.12,0.12,0.13,0.16,0.14,0.07,0.1,0.06,0,0.08,0.1,0.08,0.12,0.1,0.17,0.11,0.1,0.07,0,0.06,0.1,0.11,0.13,0.15,0.08,0.09,0.1,0.11,0,0,9.27,1.98,1875,1250,2783.33,1.52,1.42,1.59,1.72,Upstairs
0.03,0.14,0.11,0.13,0.11,0.1,0.15,0.08,0.1,0,0.06,0.12,0.11,0.12,0.14,0.12,0.15,0.07,0.08,0,0.06,0.1,0.07,0.11,0.11,0.1,0.12,0.09,0.15,0,0,9.11,2.4,400,2750,2075,1.43,1.36,1.77,1.64,Upstairs
0.06,0.05,0.1,0.12,0.07,0.13,0.16,0.16,0.09,0,0.06,0.06,0.12,0.09,0.15,0.18,0.11,0.11,0.11,0,0.15,0.09,0.11,0.11,0.08,0.1,0.09,0.09,0.09,0,0,9.36,1.87,2525,2250,1583.33,1.31,1.25,1.78,1.57,Upstairs
0.04,0.11,0.09,0.1,0.1,0.12,0.12,0.1,0.1,0.14,0.08,0.12,0.09,0.1,0.13,0.09,0.1,0.13,0.11,0.08,0.17,0.09,0.07,0.08,0.09,0.1,0.09,0.14,0.12,0.08,0,9.5,1.2,150,1900,2466.67,1.44,2.45,1.66,1.82,Downstairs
0.09,0.09,0.06,0.11,0.15,0.09,0.07,0.13,0.13,0.09,0.11,0.07,0.13,0.1,0.08,0.13,0.07,0.12,0.12,0.09,0.07,0.09,0.14,0.09,0.09,0.13,0.08,0.11,0.12,0.12,0,9.63,1.74,2425,1800,2850,1.48,2.54,1.33,1.93,Downstairs
0.12,0.1,0.13,0.09,0.11,0.12,0.08,0.11,0.08,0.09,0.07,0.13,0.08,0.11,0.08,0.1,0.14,0.09,0.09,0.12,0.11,0.12,0.14,0.13,0.08,0.09,0.11,0.09,0.07,0.08,0,9.76,1.3,475,1783.33,1375,1.66,2.51,1.35,2.11,Downstairs
0.12,0.12,0.12,0.09,0.08,0.08,0.12,0.1,0.07,0.11,0.11,0.08,0.12,0.1,0.11,0.08,0.14,0.1,0.1,0.08,0.07,0.1,0.08,0.11,0.15,0.11,0.11,0.09,0.11,0.11,0,9.51,1.71,4600,1291.67,3625,1.66,2.41,1.21,2.09,Downstairs
0.13,0.1,0.12,0.11,0.08,0.09,0.09,0.1,0.11,0.1,0.14,0.08,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.14,0.08,0.08,0.09,0.1,0.1,0.11,0.09,0.11,0.11,0.14,0,9.79,1.81,716.67,2625,900,1.74,3.05,1.47,2.21,Downstairs
0,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0.15,-0.02,1840.901477,1069.140032,2032.625601,0.01,0.15,0.02,1.03,Downstairs
0.17,0.1,0.09,0.04,0.11,0.05,0.1,0.12,0.1,0.13,0.15,0.12,0.12,0.09,0.07,0.06,0.03,0.07,0.13,0.18,0.12,0.11,0.08,0.06,0.13,0.13,0.12,0.08,0.08,0.1,0,9.15,2.05,275,750,2075,2.11,2.26,1.63,2.56,Upstairs
0.12,0.06,0.11,0.13,0.1,0.1,0.09,0.11,0.09,0.12,0.14,0.09,0.12,0.08,0.1,0.05,0.07,0.12,0.14,0.1,0.06,0.08,0.1,0.09,0.13,0.15,0.11,0.1,0.09,0.09,0,9.13,2.33,3400,1950,1400,1.92,1.94,1.61,2.27,Upstairs
0.11,0.1,0.11,0.09,0.07,0.12,0.1,0.08,0.1,0.13,0.14,0.08,0.1,0.09,0.08,0.12,0.1,0.11,0.11,0.11,0.12,0.08,0.09,0.12,0.08,0.11,0.11,0.13,0.07,0.13,0,9.07,2.25,2075,2162.5,2450,1.91,1.75,1.73,2.23,Upstairs
0.05,0.12,0.1,0.09,0.1,0.07,0.13,0.13,0.13,0.11,0.08,0.09,0.09,0.11,0.12,0.13,0.12,0.1,0.12,0.07,0.11,0.12,0.11,0.11,0.05,0.11,0.12,0.08,0.11,0.1,0,9.17,2.13,850,2500,2250,1.77,1.46,1.68,2.06,Upstairs
0.05,0.11,0.07,0.09,0.1,0.12,0.14,0.12,0.12,0.1,0.05,0.1,0.11,0.1,0.12,0.17,0.13,0.09,0.06,0.09,0.12,0.08,0.15,0.1,0.09,0.08,0.06,0.09,0.15,0.1,0,9.17,2.24,925,1887.5,2575,1.73,1.34,1.82,1.99,Upstairs
0.07,0.11,0.1,0.1,0.14,0.09,0.14,0.09,0.09,0.09,0.03,0.11,0.12,0.12,0.08,0.13,0.16,0.11,0.08,0.08,0.08,0.09,0.1,0.12,0.11,0.09,0.08,0.14,0.11,0.09,0,9.23,2.15,2000,2525,1900,1.87,1.29,1.58,2.12,Upstairs
0.12,0.08,0.12,0.11,0.08,0.07,0.05,0.09,0.09,0.05,0.09,0.09,0.05,0.08,0.12,0.09,0.08,0.1,0.08,0.07,0.06,0.06,0.14,0.08,0.08,0.07,0.09,0.09,0.09,0.08,0,7.54,1.89,2950,1475,2466.67,1.81,1.79,1.46,2.53,Upstairs
0.09,0.1,0.07,0.1,0.08,0.1,0.13,0.1,0.12,0.13,0.08,0.1,0.09,0.11,0.14,0.11,0.09,0.11,0.08,0.09,0.06,0.09,0.12,0.14,0.09,0.07,0.1,0.1,0.15,0.11,0,9.57,2,2750,3650,1237.5,1.5,2.41,1.38,1.96,Downstairs
0.1,0.06,0.1,0.1,0.14,0.13,0.12,0.09,0.08,0.09,0.09,0.12,0.09,0.09,0.12,0.12,0.1,0.14,0.06,0.1,0.11,0.07,0.08,0.1,0.08,0.15,0.13,0.1,0.06,0.13,0,9.54,1.84,875,1050,1770,1.43,2.23,1.5,1.84,Downstairs
0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.11,0.13,0.09,0.05,0.12,0.08,0.12,0.09,0.12,0.11,0.09,0.12,0.11,0.15,0.15,0.08,0.13,0.08,0.1,0.07,0.09,0.09,0.08,0,9.8,1.43,4200,762.5,1866.67,1.47,2.22,1.53,1.88,Downstairs
0.11,0.11,0.13,0.09,0.08,0.1,0.11,0.07,0.11,0.1,0.1,0.09,0.15,0.09,0.08,0.1,0.09,0.11,0.11,0.09,0.08,0.11,0.11,0.07,0.11,0.14,0.13,0.1,0.1,0.08,0,9.56,1.77,2525,3125,3250,1.66,2.37,1.3,2.1,Downstairs
0.11,0.12,0.11,0.11,0.09,0.08,0.1,0.13,0.09,0.09,0.16,0.07,0.11,0.1,0.08,0.07,0.11,0.08,0.11,0.13,0.08,0.11,0.11,0.08,0.09,0.11,0.09,0.12,0.11,0.12,0,9.54,1.99,2075,1300,3925,1.59,2.82,1.46,2.07,Downstairs
0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0,0.02,0.02,0.02,0,1.81,0.31,200,362.5,525,0.31,1.48,0.54,2.13,Downstairs
0.19,0.1,0.08,0.07,0.09,0.06,0.09,0.09,0.11,0.15,0.19,0.08,0.12,0.07,0.06,0.05,0.06,0.09,0.11,0.17,0.11,0.1,0.06,0.09,0.1,0.12,0.13,0.11,0.12,0.08,0,9.1,2.51,2975,4025,2900,1.81,2.37,1.61,2.24,Upstairs
0.1,0.14,0.1,0.09,0.11,0.1,0.07,0.1,0.08,0.13,0.11,0.11,0.1,0.08,0.08,0.09,0.07,0.08,0.18,0.13,0.12,0.14,0.07,0.09,0.12,0.12,0.08,0.1,0.08,0.09,0,9.24,2.28,2200,1410,2150,1.71,1.79,1.71,2.03,Upstairs
0.1,0.09,0.12,0.09,0.11,0.11,0.11,0.07,0.1,0.1,0.13,0.1,0.11,0.15,0.1,0.09,0.08,0.07,0.09,0.1,0.06,0.07,0.07,0.1,0.11,0.13,0.1,0.08,0.13,0.17,0,8.89,3.05,2425,1540,2525,1.61,1.66,1.89,1.89,Upstairs
0.05,0.1,0.09,0.11,0.11,0.13,0.12,0.11,0.13,0.07,0.06,0.1,0.09,0.1,0.12,0.12,0.17,0.12,0.08,0.07,0.13,0.08,0.13,0.1,0.1,0.08,0.12,0.1,0.09,0.09,0,9.18,2.4,4400,3875,4525,1.44,1.33,1.65,1.7,Upstairs
0.09,0.07,0.12,0.13,0.1,0.1,0.11,0.11,0.12,0.08,0.06,0.11,0.08,0.1,0.11,0.12,0.16,0.13,0.07,0.09,0.1,0.14,0.14,0.07,0.11,0.08,0.1,0.12,0.09,0.08,0,9.29,2.31,2550,1275,2000,1.54,1.42,1.54,1.86,Upstairs
0.07,0.07,0.1,0.12,0.11,0.1,0.12,0.11,0.09,0.08,0.05,0.12,0.08,0.12,0.12,0.12,0.1,0.09,0.09,0.05,0.08,0.05,0.12,0.14,0.09,0.08,0.09,0.08,0.12,0.1,0,8.4,2.5,1725,2266.67,1337.5,1.37,1.42,1.61,1.72,Upstairs
0.08,0.1,0.09,0.13,0.11,0.09,0.12,0.09,0.09,0.11,0.08,0.09,0.11,0.1,0.09,0.14,0.12,0.09,0.11,0.08,0.07,0.11,0.11,0.11,0.1,0.1,0.12,0.11,0.1,0.09,0,9.63,1.77,2866.67,1187.5,921.43,1.41,2.13,1.24,1.76,Downstairs
0.1,0.08,0.11,0.07,0.15,0.12,0.09,0.08,0.11,0.12,0.08,0.09,0.14,0.09,0.08,0.12,0.11,0.1,0.08,0.11,0.07,0.11,0.09,0.08,0.11,0.09,0.13,0.11,0.11,0.11,0,9.67,2,2700,3875,2583.33,1.45,2.27,1.36,1.85,Downstairs
0.12,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.08,0.12,0.11,0.06,0.11,0.13,0.11,0.09,0.07,0.14,0.11,0.09,0.1,0.09,0.1,0.12,0.09,0.12,0.09,0.11,0.09,0.12,0,9.7,1.85,1340,1762.5,1875,1.54,2.28,1.34,1.97,Downstairs
0.1,0.14,0.1,0.09,0.08,0.11,0.06,0.1,0.13,0.11,0.12,0.12,0.06,0.11,0.08,0.1,0.09,0.11,0.11,0.12,0.12,0.13,0.09,0.12,0.11,0.09,0.09,0.08,0.1,0.1,0,9.68,1.67,3975,1800,2350,1.52,2.55,1.43,1.92,Downstairs
0.11,0.07,0.09,0.09,0.1,0.08,0.07,0.14,0.11,0.06,0.11,0.12,0.08,0.06,0.09,0.08,0.08,0.07,0.09,0.11,0.12,0.07,0.09,0.09,0.07,0.09,0.08,0.1,0.1,0.08,0,8.52,1.46,3075,1750,2825,1.28,2.32,1.51,1.99,Downstairs
0.17,0.11,0.07,0.07,0.07,0.07,0.09,0.06,0.1,0.18,0.16,0.14,0.1,0.08,0.04,0.04,0.04,0.07,0.13,0.22,0.13,0.1,0.09,0.1,0.13,0.14,0.09,0.06,0.09,0.09,0,8.8,2.71,800,1133.33,2650,1.92,2.81,1.76,2.36,Upstairs
0.12,0.11,0.12,0.11,0.07,0.08,0.1,0.09,0.08,0.14,0.15,0.07,0.09,0.11,0.08,0.06,0.09,0.1,0.15,0.12,0.09,0.09,0.1,0.07,0.1,0.14,0.12,0.15,0.06,0.1,0,8.93,3.05,1150,1075,1187.5,1.8,1.94,1.77,2.12,Upstairs
